Категорија,Brand,Име на производ,АКЦИЈА,Цена-ден,Карактеристики,Гар(м),ДДВ,лагер,KatBroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP  LaserJet Pro M15w,  W2G51A",,"5,006 ден.",,12,5%,×,24129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP OfficeJet 6000N Printer, 32 str/min, 31 str/min, 4800x1200 dpi, 32 MB, PCL 3, 250 listova, USB,Ethernet, Mjesečni ciklus  7000 str., Tinte CD971AN/CH634AN/635AN/636AN",,"5,104 ден.","OfficeJet 6000N, 32 str/min, 31 str/min, 32 MB, PCL 3, 250 listova, USB,Ethernet, Mjesečni ciklus  7000 str., Tinte CD971/972/973/974/975AE",12,5%,×,5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,SAMSUNG,"SAMSUNG SL-M2625/SEE Mono Laser Printer, Speed: 26 ppm, SPL, Resolution: 4800x600 dpi, RAM 128MB, 150 sheets paper input tray, USB, Chasis: White, Toner: MLT-D116S",,"5,553 ден.","SL-M2625, 26 str/min, 8,5 s, 4800x600 dpi, 128 MB, SPL, 250 listovi, USB priklučok, Mesečen ciklus  12000 str., Toner MLT-D116S",12,5%,×,15302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP LaserJet Pro M102w,,"5,842 ден.",HP LaserJet Pro M102w,12,5%,×,20507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP LaserJet M111A, Up to 20 PPM, Up to 800      7MD67A",,"6,199 ден.","HP Printer LaserJet M111A, Up to 20 PPM, Up to 8000 pages Monthly Duty, Retail Warranty  12M",12,5%,√,27114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP LaserJet M111w 7MD68A,,"7,072 ден.",,12,5%,√,27705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP LaserJet M211d  9YF82A,,"7,977 ден.","Printer HP LaserJet M211dMono, Print",12,5%,√,26613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP LaserJet M211dw      9YF83A,,"8,942 ден.",P Printer LaserJet M211dw Warranty  12 https://www.hp.com/my-en/shop/hp-laserjet-m211dw-printer-9yf83a.html,12,5%,×,26254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP LaserJet Pro M203dw G3Q47A,,"9,625 ден.",HP LaserJet Pro M203dw Prntr,12,5%,×,20687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"HP Neverstop Laser 1000w
SKU
4RY23A",,"9,656 ден.","4RY23A 21 str/min, 600x600 dpi, 32 MB, 150 listova, ,USB 2.0 Hi-Speed,built in Wifi 802.11b/g/n  Duplex  Manual (driver support provided) Mjesečni ciklus  20000 str., Toner 103A, 103AD, 104A, Up to 600 x 600 x 2 dpi",12,5%,×,24697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,SAMSUNG,Printer SAMSUNG  SL-C410W/SEE,,"10,234 ден.","SL-C410W, 18 str/min, 4 str/min, 2400x600 dpi, 32 MB, SPL, 150 listova, USB,Wireless - NFC, Mjesečni ciklus 20.000 str., Toner CLT-C406S, CLT-M406S, CLT-Y406S, CLT-K406S",12,5%,×,16890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP  Pro M201dw, CF456A",,"10,234 ден.","HP Pro M201dw, 26 str/min, 8 s, 1200x1200 dpi, 128 MB, PCL 5e, 250/150 listovi, USB,Ethernet,WiFi,  Duplex automatik",12,5%,×,17719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP LaserJet Pro M402n Printer,,"10,560 ден.","HP LaserJet Pro M402n, 38 str/min, 5,7 s, 1200x1200 dpi, 128 MB, PCL5,6,PDF 1,7,PostScript 3, 250+100 listova, USB,Ethernet, Mjesečni ciklus 80.000 str., Toner CF226A/X",12,5%,×,19773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP LaserJet Pro M203dn G3Q46A,,"10,689 ден.",HP LaserJet Pro M203dn Prntr,12,5%,√,20688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,Canon,"Canon Printer PIXMA G540 4621C009 CISS printer, / 6 boi - GI43",,"10,849 ден.",,24,5%,×,25933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  Printer LaserJet Pro M404n W1A52A,,"11,685 ден.",,12,5%,×,23884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"HP LaserJet Pro M402dn, 38 str/min, 5,7 s, 1200x1200 dpi, 128 MB, PCL5,6,PDF 1,7,PostScript 3, 250+100 listova, USB,Ethernet, Duplex, Mjesečni ciklus 80.000 str., Toner CF226A",,"11,753 ден.","HP LaserJet Pro M402dn, 38 str/min, 5,7 s, 1200x1200 dpi, 128 MB, PCL5,6,PDF 1,7,PostScript 3, 250+100 listova, USB,Ethernet, Duplex, Mjesečni ciklus 80.000 str., Toner CF226A",12,5%,×,19085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP LaserJet Pro M402dw Printer,,"12,079 ден.","HP LaserJet Pro M402dw, 40 str/min, 6,4 s, 1200x1200 dpi, 128 MB, PCL 5e,PCL 6,PDF 1,3,PostScript 3, 350 listova, USB,Wireless,Ethernet, Duplex automatic, Mjesečni ciklus  80000 str., Toner CF226A,CF226X",,5%,×,20686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP  Color Laserjet CP1025nw, CE918A",,"12,171 ден.","HP Color Laserjet CP1025nw, 16 str/min, 4 str/min, 600x600 dpi, 8 MB, 150 listovi, USB,Wireless,Ethernet, Mesečen ciklus  15000 str., Toner CE310/CE311/CE312/CE313EE",12,5%,×,17723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  LaserJet Pro 400 M401a CF270A,,"13,401 ден.","HP LaserJet Pro 400 M401a, 33 str/min, 8 s, 1200x1200 dpi, 128 MB, Ladica 250+50 listova, PCL 5e,PCL 6,PostScript 3, USB, Mjesečni ciklus  50000 str., Toner CF280A",12,5%,×,14219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  Laserjet M401d printer CF274A,,"14,077 ден.","HP LaserJet Pro 400 M401d Prntr, 33 str/min, 8 s, 1200x1200 dpi, 128 MB, Ladica 250+50 listova, PCL 5e,PCL 6,PostScript 3, USB, Duplex automatic, Mjesečni ciklus  50000 str., Toner CF280A",12,5%,×,14218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  LaserJet P400 M401dne CF399A,,"15,080 ден.","HP LaserJet Pro 400 M401dne, 33 str/min, 8 s, 1200x1200 dpi, 256 MB, Fioka 250+50 listovi, PCL 5e,PCL 6,PostScript 3, USB,Ethernet, Duplex automatic, Mesečen ciklus 50000 str., Toner CF280A",12,5%,×,17356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP LaserJet Pro M452nw Color Printer,,"15,178 ден.","HP Color Laserjet M452nw, 27 str/min, 27 str/min, 600x600 dpi, 256 MB, PCL 5c,PCL 6,PostScript 3, 300 listova, USB,Wireless,Ethernet, Mjesečni ciklus  40000 str., Toner CF410/411/412/413A",12,5%,×,19774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  Printer LaserJet Pro M404dn W1A53A,,"15,658 ден.",Printer HP LaserJet ProMonochrome M404dn,12,5%,×,23883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  Printer LaserJet Pro M404dw W1A56A,,"16,759 ден.",Printer HP LaserJet Pro M404dwMonochrome,12,5%,√,23882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP  LaserJet Pro 400 M401dn, CF278A",,"18,179 ден.","HP LaserJet Pro 400 M401dn, 33 str/min, 8 s, 1200x1200 dpi, 256 MB, Proširivost  250 MB, PCL 5e,PCL 6,PostScript 3, USB,Ethernet, Duplex automatic, Mjesečni ciklus  50000 str., Toner CF280A",12,5%,×,13046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP Printer M452dn Color LaserJet Pro,,"18,309 ден.","HP Color Laserjet M452dn, 27 str/min, 27 str/min, 600x600 dpi, 256 MB,  PCL 5c,PCL 6,PostScript 3, 300 listova, USB,Ethernet, Duplex automatic, Mjesečni ciklus  40000 str., Toner CF410/411/412/413A",12,5%,×,20352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"M255dw, 21 str/min, 21 str/min, 600x600 dpi, 256 MB, PCL 5c,PCL 6,PostScript 3, 150 listova, USB,Wireless,Ethernet, Duplex automatic, Mjesečni ciklus  40000 str",,"21,482 ден.",,12,5%,×,24505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer HP  Printer Color LJ Pro M454dn W1Y44A,,"25,861 ден.",,12,5%,×,23881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP M454dw, 28 str/min, 27 str/min, 600x600 dpi, 512 MB, PCL 5c,PCL 6,PDF 1.3,PDF 1.4,PostScript 3,UFRII, 800 listova, Ethernet,USB,Wireless,USB 2.0 Hi-Speed,10BASE-T/100BASE-TX/1000Base-T, Duplex automatic, Mjesečni ciklus  50000 str., Toner W 038",,"27,767 ден.","M454dw, 28 str/min, 27 str/min, 600x600 dpi, 512 MB, PCL 5c,PCL 6,PDF 1.3,PDF 1.4,PostScript 3,UFRII, 800 listova, Ethernet,USB,Wireless,USB 2.0 Hi-Speed,10BASE-T/100BASE-TX/1000Base-T, Duplex automatic, Mjesečni ciklus  50000 str., Toner W",12,5%,√,24006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP  LaserJet Pro 300 color MFP M375nw, 19 str/min, 600x600 dpi, 192 MB,Proširivost 448 MB, Ethernet,USB,Wireless, Mjesečni ciklus 30.000 str., Tip skenera flatbed, Toner CE410/411/412/413A, Opcije Duplex CE903A",,"28,573 ден.","HP LaserJet Pro 300 color MFP M375nw, 19 str/min, 600x600 dpi, 192 MB,Proširivost 448 MB, Ethernet,USB,Wireless, Mjesečni ciklus 30.000 str., Tip skenera flatbed, Toner CE410/411/412/413A, Opcije Duplex",12,5%,×,15117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,HP Printer Color LaserJet Pro M454dw WY45A,,"29,249 ден.",HP Printer Color LaserJet Pro M454dw Warranty  12M,12,5%,√,28769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"HP Laser Jet Eent M507dn Printer, up to 43 ppm, automatic two-sided print, 6.9 cm LCD, wifi optional/ CF289A/X HP 89A BlackToner - 5,000/10,000 pgs",,"32,577 ден.",,,5%,×,24035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,"Printer HP LaserJet Enterprise M607dn, up to 52ppm A4, Automatic two-sided printing , 100-sheet tray 1, 550-sheet tray 2, 1 Hi-Speed USB 2.0 Device; 2 Hi-Speed USB 2.0 Host; 1 Gigabit Ethernet
10/100/1000T network; 1 Hardware Integration Pocket
 M0374769",,"43,751 ден.","HP LaserJet Enterprise M607dn, up to 52ppm A4, Automatic two-sided printing , 100-sheet tray 1, 550-sheet tray 2, 1 Hi-Speed USB 2.0 Device; 2 Hi-Speed USB 2.0 Host; 1 Gigabit Ethernet
10/100/1000T network; 1 Hardware Integration Pocket
",12,5%,×,24004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,Lexmark,"LEXMARK MX611DE A4 Mono Laser, fax, 47ppm, 2400IQ, RADF, 1024MB ram, CPU 800MHz, Duplex, Gigabit Network, DC 150K",,"44,428 ден.","MFP MONO LEXMARK MX611DE, A4 Mono MFP Laser, P/C/S/F RADF, 47ppm, 800MHz, 1024MB, Gigabit Network, Duplex, DC 150K ",12,5%,×,15665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer,HP,Printer MLJ HP M601dn,,"48,333 ден.","NR LaserJet Ent 600 M601dn Printer, 42 str/min, 8 s, 1200x1200 dpi, 512 MB, Proširuvanjee  512 MB, PCL 5e, PCL 6, PDF 1,3, PostScript 3, PCL 5c, 600 listovi, USB priklučok, Duplex automatik, Mesečen ciklus  200000 str., Toner CE390A",12,5%,×,12008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,Printer Multifunctional HP HP Deskjet Ink Advantage 2515 A CZ280C,,"3,241 ден.","HP Deskjet Ink Advantage 2515 AiO, 20 str/min, 16 str/min, 4800x1200 dpi, PCL 3, 60 listova, USB, Mjesečni ciklus  1000 str., Tip skenera flatbed, Tinta CZ101AE ; CZ102AE, Duplex ne",12,5%,×,13251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,"Printer Multifunctional HP HP Deskjet Ink Advantage 3525,  CZ275C",,"4,779 ден.","HP Deskjet Ink Advantage 3525, 23 str/min, 22 str/min, 4800x1200 dpi, PCL 3, 80 listovi, 802.11b/g,USB, Mesečen ciklus  1000 str., Tip na skener flatbed, mastilo CZ109AE ; CZ110AE;CZ111AE;CZ112AE, Duplex da",12,5%,×,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,Printer Multifunctional HP OfficeJet 4500 WiFi CN547A,,"5,394 ден.","HP OfficeJet 4500 WiFi, 28 str/min, 22 str/min, 4800x1200 dpi, 100 listova, 802.11b/g,Ethernet,USB, Mjesečni ciklus  3000 str., Tip skenera flatbed, ADF  20 str., Fax  33,6 Kbps, Tinta CC653AE/CC656AE/CC654AE",12,5%,×,7617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,Printer Multifunctional SAMSUNG  SCX-3405/SE ,,"5,683 ден.","SCX-3405, 20 str/min, 1200x1200 dpi, 64 MB, SPL, 150 listova, USB, Mjesečni ciklus  10.000 str., Tip skenera flatbed, Toner MLT-D101S",12,5%,×,12030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,Printer Multifunctional HP  Officejet Pro 8100 Printer N811a CM752A,,"5,683 ден.","HP Officejet Pro 8100 Printer N811a, 35 str/min, 34 str/min, 4800x1200 dpi, PCL 3, 250 listovi, 802.11b,USB,Ethernet, Mesečen ciklus  25000 str., Maslo CN049/45/46/47/48, ",12,5%,×,16338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,"Printer Multifunctional SAMSUNG  Model: SCX-3400/SEE, 3-in-1 Printer, Scaner, Copier, Speed: 20 ppm, SPL, Resolution: 1200x1200, RAM ",,"5,781 ден.","SCX-3400, 20 str/min, 1200x1200 dpi, 64 MB, SPL, 150 listova, USB, Mjesečni ciklus 10.000 str., Tip skenera flatbed, Toner MLT-D101S",12,5%,×,13112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,"Printer Multifunctional HP HP Deskjet Ink Advantage 5525,  CZ282C",,"5,941 ден.","HP Deskjet Ink Advantage 5525, 23 str/min, 22 str/min, 4800x1200 dpi, PCL 3, 80 listova, 802.11b/g,USB, Mjesečni ciklus  1000 str., Tip skenera flatbed, Tinta CZ109AE ; CZ110AE;CZ111AE ; CZ112AE;, Duplex da",12,5%,×,13249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,"SAMSUNG SL-M2070/SEE Mono Laser Multifunctional Printer, 3-in-1 Printer, Print, Scan, Copy, Print speed: up to 20ppm, Resolution: 1200 x 1200 dpi, RAM 128MB, CPU 600MHz, 150 sheets paper input tray, Hi-Speed USB 2.0 Interface",,"6,199 ден.","SAMSUNG SL-M2070/SEE Mono Laser Multifunctional Printer, 3-in-1 Printer, Print, Scan, Copy, Print speed: up to 20ppm, Resolution: 1200 ",12,5%,×,15866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,"Printer Multifunctional HP HP Laserjet M1132 MFP, 18 str/min, 600x600 dpi, 8 MB, 150 listova, USB, Mjesečni ciklus  8000 str., Tip skenera flatbed, Toner CE285A",,"7,103 ден.","HP Laserjet M1132 MFP, 18 str/min, 600x600 dpi, 8 MB, 150 listovi, USB priklučok, Mesečen ciklus  8000 str., Tip na skener Flatbed, Toner CE285A",12,5%,×,5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,"Printer Multifunctional HP HP Deskjet Ink Advantage 4625,  CZ284C",,"7,263 ден.","HP Deskjet Ink Advantage 4625, 23 str/min, 22 str/min, 4800x1200 dpi, PCL 3, 80 listova, 802.11b/g,USB, Mjesečni ciklus  1000 str., Tip skenera flatbed, ADF  35 str., Fax  33,6 Kbps, Tinta CZ109AE ; CZ110AE;CZ111AE ; CZ112AE;, Duplex ne",12,5%,×,13248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,"SAMSUNG SL-M2675F/SEE Mono Laser Multifunctional Printer, 4-in-1 Printer, Print, Scan, Copy, Fax, ADF, Print speed: up to 26ppm, Resolution: 4800 x 600 dpi, RAM 128MB, 250 sheets paper input tray, USB",,"7,946 ден.","SL-M2675F, 26 str/min, 4800x600 dpi, 128 MB, SPL, 250 listova, USB, Mjesečni ciklus  12000 str., Tip skenera flatbed, ADF  40 str., Fax  33,6 Kbps, Toner MLT-D116S",12,5%,×,15053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,"SAMSUNG SL-M2070W/SEE Mono Laser Multifunctional Printer, 3-in-1 Printer, Print, Scan, Copy, Print speed: up to 20ppm, Resolution: 1200 x 1200 dpi, RAM 128MB, CPU 600MHz, 150 sheets paper input tray, Hi-Speed USB 2.0 / Wireless 802.11b/g/n Interface",,"8,106 ден.","SL-M2070W, 20 str/min, 1200x1200 dpi, 128 MB, SPL, 150 listovi, USB,Wireless, Mesečen ciklus 10.000 str., Tip ne skener -flatbed, Toner MLT-D111S",12,5%,×,15864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,"SAMSUNG SL-M2070F/SEE Mono Laser Multifunctional Printer, 4-in-1 Printer, Print, Scan, Copy, Fax, ADF, Print speed: up to 20ppm, Resolution: 1200 x 1200 dpi, RAM 128MB, CPU 600MHz, 150 sheets paper input tray, USB",,"8,106 ден.","SL-M2070F, 20 str/min, 1200x1200 dpi, 128 MB, SPL, 150 listova, USB, Mjesečni ciklus 10.000 str., Tip skenera flatbed, ADF 40 str., Fax 33,6 Kbps, Toner MLT-D111S",12,5%,×,15865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,SAMSUNG,"Printer Multifunctional SAMSUNG SCX-4726FN,  SCX-4726FN/SEE",,"8,136 ден.","SCX-4726FN, 26 str/min, 1200x1200 dpi, 128 MB, PCL 5e,PCL 6,SPL, 250 listova, Ethernet,USB, Mjesečni ciklus 12.000 str., Tip skenera flatbed, ADF 40 str., Fax 33,6 Kbps, Toner MLT-D103",12,5%,×,14439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,Printer Multifunctional HP  Laser MFP 135a Printer 4ZB82A,,"8,395 ден.",,12,5%,×,24550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,Printer Multifunctional HP LaserJet Pro MFP M125 CZ172A,,"8,450 ден.","HP Laserjet Pro M125a MFP, 20 str/min, 600x600 dpi, 128 MB, PCLm/PCLmS, 150 listovi, USB priklučok, Mesečen ciklus 8.000 str., Tip na skener flatbed, Toner CF283A",12,5%,×,17381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,"Printer Multifunctional HP  OJ Pro 6830 eAiO, E3E02A",,"8,462 ден."," HP OJ Pro 6830 eAiO, 29 str/min crna, 24 str/min boja, rezolucija 4800x1200,1GB memorija, 500MHz, Tip na skener- flatbed, Duplex - da",12,5%,×,17721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Printer Multifunctional,HP,"Printer Multifunctional HP HP OfficeJet 6700 Premium eAiO,  CN583A",,"8,942 ден.","HP OfficeJet 6700 Premium eAiO, 16 str/min,9 str/min, 4800x1200 dpi,128MB,PCL 3, 250 listova, 802.11b/g,Ethernet,USB, Mjesečni ciklus 12000 str.,Tip skenera flatbed, ADF 35 str.,Duplex, Fax 33,6 Kbps,Tinta 4 uloška (HP 932 Black;HP 933 CMY)",12,5%,×,14067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
